AB,Type,Site,Impurity,,Transition Levels ->,(+3/+2),(+2/+1),(+1/0),(0/-1),(-1/-2),(-2/-3),,Formation Energies ->,Delta_H (A_rich),Delta_H (B_rich)
SiC,IV-IV,M_i_B,Ir,,,-0.81,-0.81,1.17,1.18,3.18,3.96,,,10.32,9.91
SiC,IV-IV,M_i_B,Al,,,0.33,1.3,2.04,2.45,3.12,3.66,,,6.95,7.11
SiC,IV-IV,M_i_B,V,,,-0.01,0.64,1.3,2.1,2.85,3.43,,,3.71,4.06
SiC,IV-IV,M_i_B,La,,,0.78,1.66,2.34,2.79,3.36,3.87,,,19.97,19.55
SiC,IV-IV,M_i_neut,Br,,,-0.07,2.46,2.46,2.47,2.84,3.7,,,15.8,15.8
SiC,IV-IV,M_i_neut,Te,,,0.92,0.93,2.32,2.33,3.34,4.09,,,18.98,18.98
SiC,IV-IV,M_i_neut,Cs,,,0.48,1.58,1.58,1.58,1.58,3.34,,,23.46,23.34
SiC,IV-IV,M_i_neut,Zn,,,-1.19,1.01,2.05,2.53,3.16,3.73,,,7.16,7.16
SiC,IV-IV,M_i_neut,Fe,,,-1.38,0.08,0.79,1.64,2.15,3.65,,,3.48,3.06
GeC,IV-IV,M_A,Ga,,,-1.47,-0.92,-0.43,0.22,2.59,3.38,,,0.84,2.8
GeC,IV-IV,M_A,W,,,-1.29,0.08,0.82,2,2.71,3.29,,,3.3,4.43
GeC,IV-IV,M_A,Ba,,,-1.02,-0.29,0.49,1.12,1.72,3.17,,,11.79,13.15
GeC,IV-IV,M_A,Rh,,,-1.43,-0.86,0.85,1.53,2.21,2.93,,,3.48,7.07
GeC,IV-IV,M_A,Cr,,,-1.37,-0.79,-0.21,1.77,2.4,3.03,,,-1.85,-1.15
GeC,IV-IV,M_B,Bi,,,-0.69,-0.13,1.8,2.43,2.93,3.71,,,7.39,6.64
GeC,IV-IV,M_B,Li,,,0.02,0.47,1.78,1.79,1.83,2.54,,,9.95,6.9
GeC,IV-IV,M_B,Nb,,,-0.68,-0.22,0.82,1.57,2.69,3.26,,,10.68,10.79
GeC,IV-IV,M_B,Au,,,0.22,0.79,1.4,2.02,2.61,3.11,,,5.68,6.21
GeC,IV-IV,M_B,B,,,-1.31,-0.8,-0.33,0.29,2.59,3.38,,,3.9,0.79
GeC,IV-IV,M_i_A,Mo,,,-0.26,0.38,0.98,2.21,2.99,3.32,,,9.41,10.49
GeC,IV-IV,M_i_A,Sn,,,0.26,1.51,2.19,2.57,2.91,3.49,,,14.92,15.98
GeC,IV-IV,M_i_A,S,,,-0.16,0.31,1.08,1.63,2.15,3.27,,,12.86,13.6
GeC,IV-IV,M_i_A,Sb,,,1.08,1.77,2.19,2.51,2.98,3.6,,,16.71,17.62
GeC,IV-IV,M_i_A,Se,,,0.35,0.83,1.49,2.03,2.55,3.35,,,14.65,15.4
GeC,IV-IV,M_i_B,Al,,,0.7,1.54,2.01,2.45,2.91,3.4,,,8.18,8.64
GeC,IV-IV,M_i_B,Ru,,,-0.56,0.07,0.64,1.25,1.87,3.47,,,8.54,9.65
GeC,IV-IV,M_i_B,Cd,,,-0.89,1.43,2.23,2.67,3.15,3.6,,,11.12,12.21
GeC,IV-IV,M_i_B,N,,,-2.69,-2.68,1.64,1.65,1.65,3.53,,,4.53,4.84
GeC,IV-IV,M_i_B,F,,,-1.34,-0.81,-0.32,0.24,2.67,3.46,,,6.8,7.33
GeC,IV-IV,M_i_neut,Pb,,,-0.53,1.3,1.96,2.45,2.95,3.43,,,16.56,16.63
GeC,IV-IV,M_i_neut,Re,,,-0.68,1.1,1.14,1.75,1.95,3,,,9.81,10.88
GeC,IV-IV,M_i_neut,Cl,,,-1.3,1.68,1.68,1.69,2.7,3.45,,,12.58,12.76
GeC,IV-IV,M_i_neut,O,,,-1.36,-0.84,-0.29,0.2,0.71,3.04,,,7.14,7.52
GeC,IV-IV,M_i_neut,Mn,,,-0.94,0.56,1.17,1.91,2.56,3,,,3.33,4.48
SnC,IV-IV,M_A,As,,,-1.05,-0.6,1.08,1.63,2.04,2.39,,,1.53,6.83
SnC,IV-IV,M_A,Pb,,,-0.98,-0.66,-0.2,1.52,2.17,2.51,,,1.46,7.28
SnC,IV-IV,M_A,Cs,,,-0.73,-0.64,0.23,0.97,1.41,4.16,,,7.3,13.11
SnC,IV-IV,M_A,Cr,,,-1.02,-0.51,-0.16,1.2,1.72,2.77,,,-1.6,0.95
SnC,IV-IV,M_A,Be,,,-1.19,-0.82,-0.4,-0.07,0.41,2.01,,,3.07,3.83
SnC,IV-IV,M_B,Te,,,-0.39,1.14,1.57,1.91,2.44,2.68,,,5.17,7.36
SnC,IV-IV,M_B,Ba,,,0.9,1.18,1.44,1.72,2.07,2.36,,,20.06,18.29
SnC,IV-IV,M_B,Re,,,-1.11,-0.26,0.51,0.95,2.02,2.51,,,8.67,7.01
SnC,IV-IV,M_B,La,,,0.55,1.04,1.44,1.76,2.15,2.44,,,13.65,15.43
SnC,IV-IV,M_B,Nb,,,-0.36,-0.04,0.6,1.1,1.97,2.55,,,10.67,10.15
SnC,IV-IV,M_i_A,Se,,,0.52,0.52,0.62,1.47,1.85,2.45,,,10.6,14.08
SnC,IV-IV,M_i_A,I,,,0.69,0.78,0.84,1.59,2.31,2.87,,,14.81,15.56
SnC,IV-IV,M_i_A,Fe,,,-0.7,0.24,0.63,1.62,2.22,2.53,,,3.65,5.93
SnC,IV-IV,M_i_A,Sn,,,0.01,1.26,1.73,2.06,2.37,2.55,,,10.42,10.42
SnC,IV-IV,M_i_A,Ir,,,0.19,0.7,1.33,1.84,2.19,2.61,,,10.98,14.85
SnC,IV-IV,M_i_B,C,,,-0.28,-0.28,1.23,1.24,2,2.58,,,7.36,7.36
SnC,IV-IV,M_i_B,Si,,,0.48,0.93,1.51,1.81,2.15,2.46,,,8.24,9.56
SnC,IV-IV,M_i_B,Pd,,,-0.74,-0.39,0.04,1.65,2.23,2.63,,,4.41,10.44
SnC,IV-IV,M_i_B,Mg,,,-0.76,0.91,1.6,1.92,2.24,2.57,,,5.4,11.1
SnC,IV-IV,M_i_B,Ta,,,0.67,1.02,1.39,1.67,2.11,2.48,,,9.18,9.59
SnC,IV-IV,M_i_neut,Na,,,-0.86,-0.4,1.27,1.89,2.23,2.51,,,7.88,14.78
SnC,IV-IV,M_i_neut,W,,,0.14,0.37,0.99,1.64,2.16,2.32,,,8.32,6.81
SnC,IV-IV,M_i_neut,S,,,-0.69,-0.12,0.7,0.7,3.37,3.38,,,8.56,11.77
SnC,IV-IV,M_i_neut,Cd,,,-0.67,0.98,1.61,1.98,2.31,2.62,,,6.92,11.19
SnC,IV-IV,M_i_neut,Br,,,-0.84,1.42,1.42,1.43,2.03,2.6,,,10.52,11.27
SiGe,IV-IV,M_A,Co,,,-0.92,-0.69,-0.22,0.18,0.52,0.91,,,3.46,3.65
SiGe,IV-IV,M_A,Sc,,,-0.76,-0.53,-0.24,0.12,1.03,1.41,,,1.59,1.55
SiGe,IV-IV,M_A,Hf,,,-0.86,-0.6,-0.21,0.76,1.16,1.45,,,3.43,3.62
SiGe,IV-IV,M_A,Ca,,,-0.62,-0.12,0.14,0.48,0.75,1.24,,,3.67,3.58
SiGe,IV-IV,M_A,In,,,-0.8,-0.51,-0.22,0.19,1.01,1.41,,,0.74,0.84
SiGe,IV-IV,M_B,Rb,,,-0.25,0.04,0.44,0.55,0.73,1.1,,,5.45,5.26
SiGe,IV-IV,M_B,Ag,,,-0.85,-0.58,-0.11,0.3,0.69,0.99,,,2.13,2.04
SiGe,IV-IV,M_B,I,,,-0.32,0.13,0.56,0.97,1.26,1.53,,,4.36,4.22
SiGe,IV-IV,M_B,Pt,,,-0.92,-0.51,-0.14,0.27,0.8,1.1,,,1.37,1.37
SiGe,IV-IV,M_B,Ti,,,-0.94,-0.67,-0.27,0.5,0.95,1.3,,,1.1,1.1
SiGe,IV-IV,M_i_A,Mg,,,-0.56,0.26,0.68,0.99,1.32,1.58,,,2.63,2.58
SiGe,IV-IV,M_i_A,Zr,,,-0.18,0.13,0.51,0.81,1.08,1.28,,,4.13,4.1
SiGe,IV-IV,M_i_A,Tc,,,-0.65,-0.33,0.22,0.63,1.03,1.38,,,3.47,3.57
SiGe,IV-IV,M_i_A,Be,,,-0.6,-0.09,0.34,0.81,1.21,1.52,,,2.59,2.59
SiGe,IV-IV,M_i_A,Tl,,,-0.63,-0.21,0.75,1.12,1.43,1.68,,,4.81,4.81
SiGe,IV-IV,M_i_B,C,,,-1.23,-1.23,1.35,1.36,1.36,1.36,,,6.93,7.03
SiGe,IV-IV,M_i_B,Ge,,,-0.54,0.29,0.7,0.94,1.2,1.46,,,3.94,4
SiGe,IV-IV,M_i_B,As,,,-0.25,0.08,0.52,0.79,1.03,1.31,,,4.86,4.96
SiGe,IV-IV,M_i_B,K,,,-0.75,-0.29,0.61,1.03,1.34,1.59,,,4.2,4.11
SiGe,IV-IV,M_i_B,P,,,-0.42,-0.05,0.41,0.72,0.9,1.22,,,4.78,4.88
SiGe,IV-IV,M_i_neut,Si,,,-0.58,0.2,0.24,0.83,1.19,1.44,,,3.69,3.63
SiGe,IV-IV,M_i_neut,Ta,,,-0.29,0.04,0.59,0.59,0.6,1.37,,,6.03,5.84
SiGe,IV-IV,M_i_neut,Hg,,,-0.53,-0.21,0.2,0.9,1.31,1.59,,,3.54,3.54
SiGe,IV-IV,M_i_neut,Ni,,,-0.85,-0.45,-0.08,0.7,1.11,1.3,,,-0.04,0.06
SiGe,IV-IV,M_i_neut,Pd,,,-0.82,-0.51,-0.1,0.75,1.17,1.5,,,1.75,1.85
SiSn,IV-IV,M_A,Sb,,,-0.75,-0.34,0.44,0.8,1.15,1.35,,,1.02,0.49
SiSn,IV-IV,M_A,B,,,-1.01,-0.73,-0.47,-0.08,0.69,1.06,,,0.96,1.31
SiSn,IV-IV,M_A,Bi,,,-0.71,-0.31,0.43,0.78,1.11,1.34,,,1.25,0.84
SiSn,IV-IV,M_A,Mn,,,-1.25,-1.24,-0.25,0.94,0.94,0.95,,,0.41,1.1
SiSn,IV-IV,M_A,Ag,,,-0.68,-0.49,-0.05,0.28,0.59,0.83,,,1.59,1.35
SiSn,IV-IV,M_B,Y,,,-0.76,-0.54,-0.29,0.03,0.87,1.19,,,3.94,2.95
SiSn,IV-IV,M_B,Ca,,,-0.71,-0.39,-0.11,0.13,0.45,1.07,,,4.54,3.17
SiSn,IV-IV,M_B,Rh,,,-0.93,-0.64,-0.24,0.05,0.42,0.8,,,3.23,2.13
SiSn,IV-IV,M_B,Li,,,-0.88,-0.69,-0.36,-0.07,0.15,0.52,,,3.82,2.67
SiSn,IV-IV,M_B,Hg,,,-0.89,-0.64,-0.26,-0.04,0.38,0.99,,,2.35,1.23
SiSn,IV-IV,M_i_A,Tc,,,-0.55,-0.26,0.07,0.33,0.75,1.14,,,3.66,4.01
SiSn,IV-IV,M_i_A,Ni,,,-0.73,-0.52,-0.11,0.49,0.86,1.17,,,0.11,0.45
SiSn,IV-IV,M_i_A,Zn,,,-0.59,-0.33,0.05,0.63,1,1.35,,,1.51,0.94
SiSn,IV-IV,M_i_A,Mo,,,-0.39,-0.15,0.11,0.5,0.85,1.13,,,3.49,3.78
SiSn,IV-IV,M_i_A,Sr,,,-0.47,0.27,0.62,1.01,1.25,1.45,,,4.47,3.14
SiSn,IV-IV,M_i_B,Al,,,-0.57,-0.27,0.5,0.89,1.15,1.4,,,2.47,2.47
SiSn,IV-IV,M_i_B,Pt,,,-0.7,-0.48,-0.08,0.48,0.81,1.17,,,4.33,3.24
SiSn,IV-IV,M_i_B,In,,,-0.54,-0.22,0.55,0.93,1.21,1.46,,,3.94,2.79
SiSn,IV-IV,M_i_B,O,,,-0.82,-0.64,-0.36,-0.15,0.2,0.98,,,4.32,4.67
SiSn,IV-IV,M_i_B,As,,,-0.36,0.04,0.4,0.69,0.99,1.19,,,4.39,4.27
SiSn,IV-IV,M_i_neut,Rb,,,-0.52,-0.17,0.47,0.48,0.48,1.51,,,5.96,4.99
SiSn,IV-IV,M_i_neut,K,,,-0.59,-0.22,0.51,0.51,0.52,1.46,,,4.86,4.05
SiSn,IV-IV,M_i_neut,Tl,,,-0.64,-0.22,0.73,0.73,1.25,1.46,,,4.87,4.12
SiSn,IV-IV,M_i_neut,Sc,,,-0.09,0.25,1,1,1.05,1.33,,,2.69,2.62
SiSn,IV-IV,M_i_neut,Ru,,,-0.66,-0.34,-0.04,0.27,0.55,0.97,,,3.41,3.75
GeSn,IV-IV,M_A,Na,,,-0.34,-0.2,0.15,0.34,0.53,0.62,,,4.47,4.28
GeSn,IV-IV,M_A,Ir,,,-0.59,-0.36,-0.12,0.12,0.33,0.55,,,2.2,2.15
GeSn,IV-IV,M_A,Os,,,-0.62,-0.44,-0.19,0.13,0.36,0.57,,,2.85,3.02
GeSn,IV-IV,M_A,Cu,,,-0.66,-0.45,-0.26,0.05,0.22,0.38,,,0.04,0.04
GeSn,IV-IV,M_A,Sr,,,-0.2,0.14,0.36,0.49,0.7,0.83,,,3.81,3.68
GeSn,IV-IV,M_B,Y,,,-0.53,-0.36,-0.2,0.06,0.41,0.9,,,2.42,2.44
GeSn,IV-IV,M_B,N,,,-0.66,-0.47,-0.22,-0.06,0.24,0.5,,,-1.78,-1.79
GeSn,IV-IV,M_B,Ge,,,-0.57,-0.4,-0.1,0.14,0.67,0.87,,,0.17,0.11
GeSn,IV-IV,M_B,V,,,-0.69,-0.69,-0.3,0.13,0.14,0.61,,,-0.94,-0.89
GeSn,IV-IV,M_B,Cl,,,-0.4,-0.2,0.11,0.32,0.61,0.88,,,3.8,3.71
GeSn,IV-IV,M_i_A,Au,,,-0.43,-0.14,0.05,0.38,0.66,0.91,,,1.81,1.62
GeSn,IV-IV,M_i_A,P,,,-0.3,-0.11,0.24,0.41,0.56,0.72,,,2.89,2.82
GeSn,IV-IV,M_i_A,F,,,-0.66,-0.41,-0.23,0.06,0.34,0.86,,,1.79,1.76
GeSn,IV-IV,M_i_A,Cu,,,-0.48,-0.16,0.03,0.44,0.72,0.89,,,0.23,0.18
GeSn,IV-IV,M_i_A,Os,,,-0.3,0.02,0.07,0.2,0.52,0.72,,,4.38,4.5
GeSn,IV-IV,M_i_B,Ti,,,-0.22,0.02,0.29,0.61,0.81,0.95,,,0.51,0.62
GeSn,IV-IV,M_i_B,Co,,,-0.46,-0.16,0.06,0.45,0.75,0.91,,,2.77,2.88
GeSn,IV-IV,M_i_B,Zr,,,-0.05,0.19,0.43,0.64,0.83,0.92,,,3.71,3.82
GeSn,IV-IV,M_i_B,Hf,,,0,0.25,0.49,0.66,0.84,0.96,,,3.99,4.1
GeSn,IV-IV,M_i_B,Ga,,,-0.4,-0.09,0.17,0.67,0.86,1.02,,,1.29,1.29
GeSn,IV-IV,M_i_neut,Ru,,,-0.39,-0.19,0.03,0.26,0.48,0.73,,,3.29,3.37
GeSn,IV-IV,M_i_neut,Sc,,,-0.16,0.25,0.59,0.59,1.15,1.15,,,1.61,1.72
GeSn,IV-IV,M_i_neut,Tl,,,0.15,0.16,0.16,0.16,0.87,1.04,,,3.13,3.13
GeSn,IV-IV,M_i_neut,K,,,-0.35,-0.07,0.19,0.52,0.52,0.53,,,3.13,3.01
GeSn,IV-IV,M_i_neut,Rb,,,-0.27,-0.02,0.23,0.24,0.25,1.08,,,3.94,3.82
CdSe,II-VI,M_A,Li,,,,,,,,,,,1.48,0.77
CdSe,II-VI,M_A,Na,,,,,,,,,,,3.46,2.88
CdSe,II-VI,M_A,K,,,,,,,,,,,1.94,1.65
CdSe,II-VI,M_A,Rb,,,,,,,,,,,2.16,1.96
CdSe,II-VI,M_A,Cs,,,,,,,,,,,2.51,2.4
CdSe,II-VI,M_A,Be,,,,,,,,,,,0.49,0.54
CdSe,II-VI,M_A,Mg,,,,,,,,,,,0.11,0.12
CdSe,II-VI,M_A,Ca,,,,,,,,,,,0.71,0.73
CdSe,II-VI,M_A,Sr,,,,,,,,,,,0.9,0.91
CdSe,II-VI,M_A,Ba,,,,,,,,,,,1.07,1.14
CdSe,II-VI,M_A,B,,,,,,,,,,,2.95,1.67
CdSe,II-VI,M_A,Al,,,,,,,,,,,0.13,0.79
CdSe,II-VI,M_A,Ga,,,,,,,,,,,0.56,0.85
CdSe,II-VI,M_A,In,,,,,,,,,,,1.25,0.76
CdSe,II-VI,M_A,Si,,,,,,,,,,,2.14,2.19
CdSe,II-VI,M_A,Ge,,,,,,,,,,,1.35,0.98
CdSe,II-VI,M_A,Sn,,,,,,,,,,,1.07,0.97
CdSe,II-VI,M_A,N,,,,,,,,,,,6,4.51
CdSe,II-VI,M_A,P,,,,,,,,,,,3.61,2.19
CdSe,II-VI,M_A,As,,,,,,,,,,,3.1,1.57
CdSe,II-VI,M_A,Sb,,,,,,,,,,,2.5,1.56
CdSe,II-VI,M_A,Bi,,,,,,,,,,,1.76,1.44
CdSe,II-VI,M_A,O,,,,,,,,,,,6.73,4.23
CdSe,II-VI,M_A,S,,,,,,,,,,,5.65,3.09
CdSe,II-VI,M_A,Te,,,,,,,,,,,4.66,2.26
CdSe,II-VI,M_A,F,,,,,,,,,,,6.13,4.21
CdSe,II-VI,M_A,Cl,,,,,,,,,,,5.43,3.51
CdSe,II-VI,M_A,Br,,,,,,,,,,,5.17,3.24
CdSe,II-VI,M_A,I,,,,,,,,,,,4.92,3
CdSe,II-VI,M_A,Sc,,,,,,,,,,,0.88,1.54
CdSe,II-VI,M_A,Ti,,,,,,,,,,,1.43,2.37
CdSe,II-VI,M_A,V,,,,,,,,,,,1.27,2.08
CdSe,II-VI,M_A,Cr,,,,,,,,,,,1.04,1.67
CdSe,II-VI,M_A,Mn,,,,,,,,,,,0.07,0.26
CdSe,II-VI,M_A,Fe,,,,,,,,,,,0.96,1.45
CdSe,II-VI,M_A,Co,,,,,,,,,,,4.33,4.66
CdSe,II-VI,M_A,Ni,,,,,,,,,,,2.45,1.64
CdSe,II-VI,M_A,Zn,,,,,,,,,,,0.26,0.27
CdSe,II-VI,M_A,Y,,,,,,,,,,,1.01,1.66
CdSe,II-VI,M_A,Zr,,,,,,,,,,,1.67,3.16
CdSe,II-VI,M_A,Nb,,,,,,,,,,,2,3.06
CdSe,II-VI,M_A,Mo,,,,,,,,,,,3.27,3.91
CdSe,II-VI,M_A,Tc,,,,,,,,,,,3.24,1.97
CdSe,II-VI,M_A,Rh,,,,,,,,,,,2.79,3.34
CdSe,II-VI,M_A,Pd,,,,,,,,,,,3.24,1.76
CdSe,II-VI,M_A,Ag,,,,,,,,,,,2.29,0.77
CdSe,II-VI,M_A,Cd,,,,,,,,,,,0,0
CdSe,II-VI,M_A,La,,,,,,,,,,,1.31,2.16
CdSe,II-VI,M_A,Hf,,,,,,,,,,,0.39,0.34
CdSe,II-VI,M_A,Ta,,,,,,,,,,,2.47,1.33
CdSe,II-VI,M_A,W,,,,,,,,,,,4.24,2.97
CdSe,II-VI,M_A,Re,,,,,,,,,,,4.38,3.11
CdSe,II-VI,M_A,Os,,,,,,,,,,,4.53,3.26
CdSe,II-VI,M_A,Ir,,,,,,,,,,,3.45,2.6
CdSe,II-VI,M_A,Pt,,,,,,,,,,,3.55,2.58
CdSe,II-VI,M_A,Au,,,,,,,,,,,3.36,1.16
CdSe,II-VI,M_A,Hg,,,,,,,,,,,1.38,0.15
CdSe,II-VI,M_B,Li,,,,,,,,,,,3.64,5.5
CdSe,II-VI,M_B,Na,,,,,,,,,,,5.2,7.18
CdSe,II-VI,M_B,K,,,,,,,,,,,3.46,5.73
CdSe,II-VI,M_B,Rb,,,,,,,,,,,3.22,5.58
CdSe,II-VI,M_B,Cs,,,,,,,,,,,2.96,5.42
CdSe,II-VI,M_B,Be,,,,,,,,,,,4.04,6.66
CdSe,II-VI,M_B,Mg,,,,,,,,,,,3.82,6.4
CdSe,II-VI,M_B,Sr,,,,,,,,,,,5.71,8.29
CdSe,II-VI,M_B,Ba,,,,,,,,,,,5.94,8.58
CdSe,II-VI,M_B,B,,,,,,,,,,,4.42,5.71
CdSe,II-VI,M_B,Al,,,,,,,,,,,2.88,6.1
CdSe,II-VI,M_B,Ga,,,,,,,,,,,2.25,5.1
CdSe,II-VI,M_B,In,,,,,,,,,,,2.97,5.04
CdSe,II-VI,M_B,Tl,,,,,,,,,,,2.52,4.35
CdSe,II-VI,M_B,C,,,,,,,,,,,5.22,6.51
CdSe,II-VI,M_B,Sn,,,,,,,,,,,2,4.47
CdSe,II-VI,M_B,Pb,,,,,,,,,,,2.22,4.77
CdSe,II-VI,M_B,N,,,,,,,,,,,2.17,3.25
CdSe,II-VI,M_B,P,,,,,,,,,,,1.19,2.33
CdSe,II-VI,M_B,As,,,,,,,,,,,1.34,2.37
CdSe,II-VI,M_B,Sb,,,,,,,,,,,1.29,2.92
CdSe,II-VI,M_B,Bi,,,,,,,,,,,1.35,3.59
CdSe,II-VI,M_B,O,,,,,,,,,,,0.82,0.89
CdSe,II-VI,M_B,S,,,,,,,,,,,0.22,0.22
CdSe,II-VI,M_B,Se,,,,,,,,,,,0,0
CdSe,II-VI,M_B,Te,,,,,,,,,,,0.25,0.42
CdSe,II-VI,M_B,F,,,,,,,,,,,1.3,1.94
CdSe,II-VI,M_B,Cl,,,,,,,,,,,0.58,1.23
CdSe,II-VI,M_B,Br,,,,,,,,,,,0.5,1.15
CdSe,II-VI,M_B,I,,,,,,,,,,,0.51,1.16
CdSe,II-VI,M_B,Sc,,,,,,,,,,,6.1,9.33
CdSe,II-VI,M_B,Ti,,,,,,,,,,,5.93,9.43
CdSe,II-VI,M_B,V,,,,,,,,,,,4.75,8.12
CdSe,II-VI,M_B,Cr,,,,,,,,,,,3.68,6.88
CdSe,II-VI,M_B,Mn,,,,,,,,,,,3.51,6.27
CdSe,II-VI,M_B,Fe,,,,,,,,,,,3.34,6.4
CdSe,II-VI,M_B,Co,,,,,,,,,,,5.04,7.94
CdSe,II-VI,M_B,Ni,,,,,,,,,,,3.23,4.98
CdSe,II-VI,M_B,Cu,,,,,,,,,,,3.2,4.32
CdSe,II-VI,M_B,Zn,,,,,,,,,,,2.64,5.22
CdSe,II-VI,M_B,Y,,,,,,,,,,,6.74,9.96
CdSe,II-VI,M_B,Zr,,,,,,,,,,,6.71,10.77
CdSe,II-VI,M_B,Nb,,,,,,,,,,,6.2,9.82
CdSe,II-VI,M_B,Mo,,,,,,,,,,,6.22,9.43
CdSe,II-VI,M_B,Tc,,,,,,,,,,,5.8,7.09
CdSe,II-VI,M_B,Ru,,,,,,,,,,,4.79,7.32
CdSe,II-VI,M_B,Rh,,,,,,,,,,,3.75,6.87
CdSe,II-VI,M_B,Pd,,,,,,,,,,,2.41,3.5
CdSe,II-VI,M_B,Ag,,,,,,,,,,,2.32,3.36
CdSe,II-VI,M_B,La,,,,,,,,,,,7.19,10.6
CdSe,II-VI,M_B,Ta,,,,,,,,,,,7.42,8.85
CdSe,II-VI,M_B,W,,,,,,,,,,,8.29,9.58
CdSe,II-VI,M_B,Re,,,,,,,,,,,6.98,8.27
CdSe,II-VI,M_B,Ir,,,,,,,,,,,4.07,5.79
CdSe,II-VI,M_B,Pt,,,,,,,,,,,2.21,3.81
CdSe,II-VI,M_B,Au,,,,,,,,,,,2.35,2.72
CdSe,II-VI,M_B,Hg,,,,,,,,,,,2.26,3.59
CdSe,II-VI,M_i_A,Li,,,,,,,,,,,0.98,1.55
CdSe,II-VI,M_i_A,Na,,,,,,,,,,,2.77,3.46
CdSe,II-VI,M_i_A,Rb,,,,,,,,,,,2.12,3.2
CdSe,II-VI,M_i_A,Cs,,,,,,,,,,,2.73,3.9
CdSe,II-VI,M_i_A,Be,,,,,,,,,,,3.54,4.87
CdSe,II-VI,M_i_A,Mg,,,,,,,,,,,2.3,3.59
CdSe,II-VI,M_i_A,Ca,,,,,,,,,,,2.31,3.6
CdSe,II-VI,M_i_A,Sr,,,,,,,,,,,2.61,3.9
CdSe,II-VI,M_i_A,Ba,,,,,,,,,,,3.26,4.6
CdSe,II-VI,M_i_A,B,,,,,,,,,,,5.24,5.24
CdSe,II-VI,M_i_A,Al,,,,,,,,,,,2.52,4.46
CdSe,II-VI,M_i_A,Ga,,,,,,,,,,,1.64,3.2
CdSe,II-VI,M_i_A,In,,,,,,,,,,,2.71,3.49
CdSe,II-VI,M_i_A,Tl,,,,,,,,,,,2.04,2.57
CdSe,II-VI,M_i_A,C,,,,,,,,,,,6.99,6.99
CdSe,II-VI,M_i_A,Si,,,,,,,,,,,3.8,5.13
CdSe,II-VI,M_i_A,Ge,,,,,,,,,,,2.99,3.9
CdSe,II-VI,M_i_A,Sn,,,,,,,,,,,2.79,3.97
CdSe,II-VI,M_i_A,Pb,,,,,,,,,,,2.61,3.86
CdSe,II-VI,M_i_A,N,,,,,,,,,,,4.51,4.3
CdSe,II-VI,M_i_A,P,,,,,,,,,,,4.1,3.95
CdSe,II-VI,M_i_A,As,,,,,,,,,,,4.08,3.82
CdSe,II-VI,M_i_A,Sb,,,,,,,,,,,4.22,4.56
CdSe,II-VI,M_i_A,O,,,,,,,,,,,4,2.78
CdSe,II-VI,M_i_A,S,,,,,,,,,,,4.4,3.11
CdSe,II-VI,M_i_A,Te,,,,,,,,,,,4.89,3.77
CdSe,II-VI,M_i_A,Cl,,,,,,,,,,,3.08,2.44
CdSe,II-VI,M_i_A,Br,,,,,,,,,,,3.63,2.98
CdSe,II-VI,M_i_A,I,,,,,,,,,,,4.51,3.86
CdSe,II-VI,M_i_A,Sc,,,,,,,,,,,3.36,5.3
CdSe,II-VI,M_i_A,Ti,,,,,,,,,,,3.36,5.58
CdSe,II-VI,M_i_A,V,,,,,,,,,,,2.96,5.04
CdSe,II-VI,M_i_A,Cr,,,,,,,,,,,2.1,4.01
CdSe,II-VI,M_i_A,Mn,,,,,,,,,,,2.24,3.71
CdSe,II-VI,M_i_A,Co,,,,,,,,,,,4.61,6.22
CdSe,II-VI,M_i_A,Ni,,,,,,,,,,,3.21,3.67
CdSe,II-VI,M_i_A,Cu,,,,,,,,,,,2.77,2.61
CdSe,II-VI,M_i_A,Zn,,,,,,,,,,,1.98,3.27
CdSe,II-VI,M_i_A,Y,,,,,,,,,,,3.37,5.3
CdSe,II-VI,M_i_A,Zr,,,,,,,,,,,3.74,6.51
CdSe,II-VI,M_i_A,Nb,,,,,,,,,,,3.76,6.1
CdSe,II-VI,M_i_A,Mo,,,,,,,,,,,5.15,7.07
CdSe,II-VI,M_i_A,Tc,,,,,,,,,,,4.87,4.87
CdSe,II-VI,M_i_A,Ru,,,,,,,,,,,4.13,5.38
CdSe,II-VI,M_i_A,Rh,,,,,,,,,,,3.22,5.04
CdSe,II-VI,M_i_A,Pd,,,,,,,,,,,2.42,2.22
CdSe,II-VI,M_i_A,Ag,,,,,,,,,,,1.94,1.69
CdSe,II-VI,M_i_A,La,,,,,,,,,,,3.51,5.64
CdSe,II-VI,M_i_A,Hf,,,,,,,,,,,3.13,4.36
CdSe,II-VI,M_i_A,Ta,,,,,,,,,,,4.69,4.83
CdSe,II-VI,M_i_A,W,,,,,,,,,,,6.6,6.6
CdSe,II-VI,M_i_A,Re,,,,,,,,,,,6.52,6.52
CdSe,II-VI,M_i_A,Os,,,,,,,,,,,6.21,6.21
CdSe,II-VI,M_i_A,Ir,,,,,,,,,,,4.58,5
CdSe,II-VI,M_i_A,Pt,,,,,,,,,,,3.49,3.79
CdSe,II-VI,M_i_A,Hg,,,,,,,,,,,2.23,2.27
CdSe,II-VI,M_i_B,Li,,,,,,,,,,,0.62,1.18
CdSe,II-VI,M_i_B,Na,,,,,,,,,,,2.74,3.44
CdSe,II-VI,M_i_B,K,,,,,,,,,,,1.83,2.82
CdSe,II-VI,M_i_B,Rb,,,,,,,,,,,2.59,3.67
